quarter,hb,simd,episodes,length_of_stay
2022Q2,Lanarkshire,3,196,739
2022Q3,Lanarkshire,3,244,816
2017Q3,Lanarkshire,4,266,740
2017Q4,Lanarkshire,4,283,729
2018Q1,Lanarkshire,4,279,742
2018Q2,Lanarkshire,4,305,763
2018Q3,Lanarkshire,4,297,942
2018Q4,Lanarkshire,4,310,825
2019Q1,Lanarkshire,4,284,770
2019Q2,Lanarkshire,4,328,1039
2019Q3,Lanarkshire,4,269,868
2019Q4,Lanarkshire,4,299,1005
2020Q1,Lanarkshire,4,266,810
2020Q2,Lanarkshire,4,48,233
2020Q3,Lanarkshire,4,102,323
2020Q4,Lanarkshire,4,107,316
2021Q1,Lanarkshire,4,88,227
2021Q2,Lanarkshire,4,170,512
2021Q3,Lanarkshire,4,156,299
2021Q4,Lanarkshire,4,126,371
2022Q1,Lanarkshire,4,115,354
2022Q2,Lanarkshire,4,194,655
2022Q3,Lanarkshire,4,215,740
2017Q3,Lanarkshire,5,180,711
2017Q4,Lanarkshire,5,204,768
2018Q1,Lanarkshire,5,215,691
2018Q2,Lanarkshire,5,223,602
2018Q3,Lanarkshire,5,202,706
2018Q4,Lanarkshire,5,206,602
2019Q1,Lanarkshire,5,192,484
2019Q2,Lanarkshire,5,170,429
2019Q3,Lanarkshire,5,192,470
2019Q4,Lanarkshire,5,206,692
2020Q1,Lanarkshire,5,150,502
2020Q2,Lanarkshire,5,23,87
2020Q3,Lanarkshire,5,55,170
2020Q4,Lanarkshire,5,70,122
2021Q1,Lanarkshire,5,72,212
2021Q2,Lanarkshire,5,148,425
2021Q3,Lanarkshire,5,117,322
2021Q4,Lanarkshire,5,90,295
2022Q1,Lanarkshire,5,81,192
2022Q2,Lanarkshire,5,135,305
2022Q3,Lanarkshire,5,182,531
2017Q3,Lanarkshire,1,147,587
2017Q4,Lanarkshire,1,142,881
2018Q1,Lanarkshire,1,130,624
2018Q2,Lanarkshire,1,134,402
2018Q3,Lanarkshire,1,134,480
2018Q4,Lanarkshire,1,164,831
2019Q1,Lanarkshire,1,149,733
2019Q2,Lanarkshire,1,128,757
2019Q3,Lanarkshire,1,133,467
2019Q4,Lanarkshire,1,141,471
2020Q1,Lanarkshire,1,110,356
2020Q2,Lanarkshire,1,25,103
2020Q3,Lanarkshire,1,66,222
2020Q4,Lanarkshire,1,56,183
2021Q1,Lanarkshire,1,58,259
2021Q2,Lanarkshire,1,112,456
2021Q3,Lanarkshire,1,87,221
2021Q4,Lanarkshire,1,77,336
2022Q1,Lanarkshire,1,69,278
2022Q2,Lanarkshire,1,94,251
2022Q3,Lanarkshire,1,127,376
2017Q3,Lanarkshire,2,142,731
2017Q4,Lanarkshire,2,169,799
2018Q1,Lanarkshire,2,142,541
2018Q2,Lanarkshire,2,145,561
2018Q3,Lanarkshire,2,160,537
2018Q4,Lanarkshire,2,170,516
2019Q1,Lanarkshire,2,128,377
2019Q2,Lanarkshire,2,148,523
2019Q3,Lanarkshire,2,166,514
2019Q4,Lanarkshire,2,184,568
2020Q1,Lanarkshire,2,138,622
2020Q2,Lanarkshire,2,35,157
2020Q3,Lanarkshire,2,70,426
2020Q4,Lanarkshire,2,65,220
2021Q1,Lanarkshire,2,50,623
2021Q2,Lanarkshire,2,108,300
2021Q3,Lanarkshire,2,110,299
2021Q4,Lanarkshire,2,63,196
2022Q1,Lanarkshire,2,94,275
2022Q2,Lanarkshire,2,131,383
2022Q3,Lanarkshire,2,131,393
2017Q3,Lanarkshire,3,87,359
2017Q4,Lanarkshire,3,105,395
2018Q1,Lanarkshire,3,110,366
2018Q2,Lanarkshire,3,122,541
2018Q3,Lanarkshire,3,137,481
2018Q4,Lanarkshire,3,106,369
2019Q1,Lanarkshire,3,120,348
2019Q2,Lanarkshire,3,102,340
2019Q3,Lanarkshire,3,91,292
2019Q4,Lanarkshire,3,142,371
2020Q1,Lanarkshire,3,101,258
2020Q2,Lanarkshire,3,20,56
2020Q3,Lanarkshire,3,42,167
2020Q4,Lanarkshire,3,52,122
2021Q1,Lanarkshire,3,36,137
2021Q2,Lanarkshire,3,93,369
2021Q3,Lanarkshire,3,75,146
2021Q4,Lanarkshire,3,55,78
2022Q1,Lanarkshire,3,62,201
2022Q2,Lanarkshire,3,77,366
2022Q3,Lanarkshire,3,86,400
2017Q3,Lanarkshire,4,71,300
2017Q4,Lanarkshire,4,75,224
2018Q1,Lanarkshire,4,62,149
2018Q2,Lanarkshire,4,82,278
2018Q3,Lanarkshire,4,76,285
2018Q4,Lanarkshire,4,83,263
2019Q1,Lanarkshire,4,85,262
2019Q2,Lanarkshire,4,88,287
2019Q3,Lanarkshire,4,78,217
2019Q4,Lanarkshire,4,120,431
2020Q1,Lanarkshire,4,83,229
2020Q2,Lanarkshire,4,10,125
2020Q3,Lanarkshire,4,39,170
2020Q4,Lanarkshire,4,30,61
2021Q1,Lanarkshire,4,19,34
2021Q2,Lanarkshire,4,74,188
2021Q3,Lanarkshire,4,59,133
2021Q4,Lanarkshire,4,47,130
2022Q1,Lanarkshire,4,42,98
2022Q2,Lanarkshire,4,67,335
2022Q3,Lanarkshire,4,77,287
2017Q3,Lanarkshire,5,65,249
2017Q4,Lanarkshire,5,73,243
2018Q1,Lanarkshire,5,76,269
2018Q2,Lanarkshire,5,76,261
2018Q3,Lanarkshire,5,70,285
2018Q4,Lanarkshire,5,66,198
2019Q1,Lanarkshire,5,56,189
2019Q2,Lanarkshire,5,56,154
2019Q3,Lanarkshire,5,62,175
2019Q4,Lanarkshire,5,80,397
2020Q1,Lanarkshire,5,62,243
2020Q2,Lanarkshire,5,10,12
2020Q3,Lanarkshire,5,25,86
2020Q4,Lanarkshire,5,35,69
2021Q1,Lanarkshire,5,25,122
2021Q2,Lanarkshire,5,79,213
2021Q3,Lanarkshire,5,48,214
2021Q4,Lanarkshire,5,42,148
2022Q1,Lanarkshire,5,35,91
2022Q2,Lanarkshire,5,44,124
2022Q3,Lanarkshire,5,74,190
2017Q3,Lanarkshire,1,262,776
2017Q4,Lanarkshire,1,265,905
2018Q1,Lanarkshire,1,263,564
2018Q2,Lanarkshire,1,276,708
2018Q3,Lanarkshire,1,281,917
2018Q4,Lanarkshire,1,334,1012
2019Q1,Lanarkshire,1,260,846
2019Q2,Lanarkshire,1,274,900
2019Q3,Lanarkshire,1,220,957
2019Q4,Lanarkshire,1,260,740
2020Q1,Lanarkshire,1,188,736
2020Q2,Lanarkshire,1,20,90
2020Q3,Lanarkshire,1,97,165
2020Q4,Lanarkshire,1,122,258
2021Q1,Lanarkshire,1,84,347
2021Q2,Lanarkshire,1,178,535
2021Q3,Lanarkshire,1,138,316
2021Q4,Lanarkshire,1,111,371
2022Q1,Lanarkshire,1,84,307
2022Q2,Lanarkshire,1,111,457
2022Q3,Lanarkshire,1,115,878
2017Q3,Lanarkshire,2,256,735
2017Q4,Lanarkshire,2,258,784
2018Q1,Lanarkshire,2,247,651
2018Q2,Lanarkshire,2,257,675
2018Q3,Lanarkshire,2,251,669
2018Q4,Lanarkshire,2,289,938
2019Q1,Lanarkshire,2,254,1008
2019Q2,Lanarkshire,2,248,521
2019Q3,Lanarkshire,2,232,667
2019Q4,Lanarkshire,2,243,725
2020Q1,Lanarkshire,2,174,329
2020Q2,Lanarkshire,2,15,57
2020Q3,Lanarkshire,2,85,135
2020Q4,Lanarkshire,2,110,254
2021Q1,Lanarkshire,2,93,277
2021Q2,Lanarkshire,2,158,428
2021Q3,Lanarkshire,2,134,390
2021Q4,Lanarkshire,2,107,447
2022Q1,Lanarkshire,2,105,424
2022Q2,Lanarkshire,2,109,426
2022Q3,Lanarkshire,2,118,298
2017Q3,Lanarkshire,3,173,486
2017Q4,Lanarkshire,3,167,747
2018Q1,Lanarkshire,3,145,353
2018Q2,Lanarkshire,3,148,433
2018Q3,Lanarkshire,3,147,426
2018Q4,Lanarkshire,3,182,800
2019Q1,Lanarkshire,3,165,352
2019Q2,Lanarkshire,3,134,342
2019Q3,Lanarkshire,3,147,380
2019Q4,Lanarkshire,3,148,369
2020Q1,Lanarkshire,3,113,340
2020Q2,Lanarkshire,3,5,116
2020Q3,Lanarkshire,3,59,188
2020Q4,Lanarkshire,3,66,221
2021Q1,Lanarkshire,3,54,121
2021Q2,Lanarkshire,3,84,179
2021Q3,Lanarkshire,3,58,156
2021Q4,Lanarkshire,3,56,178
2022Q1,Lanarkshire,3,62,144
2022Q2,Lanarkshire,3,77,307
2022Q3,Lanarkshire,3,88,313
2017Q3,Lanarkshire,4,128,215
2017Q4,Lanarkshire,4,149,314
2018Q1,Lanarkshire,4,146,392
2018Q2,Lanarkshire,4,141,278
2018Q3,Lanarkshire,4,137,423
2018Q4,Lanarkshire,4,142,364
2019Q1,Lanarkshire,4,130,356
2019Q2,Lanarkshire,4,169,563
2019Q3,Lanarkshire,4,121,496
2019Q4,Lanarkshire,4,115,428
2020Q1,Lanarkshire,4,109,378
2020Q2,Lanarkshire,4,10,51
2020Q3,Lanarkshire,4,45,98
2020Q4,Lanarkshire,4,63,225
2021Q1,Lanarkshire,4,50,128
2021Q2,Lanarkshire,4,70,261
2021Q3,Lanarkshire,4,71,110
2021Q4,Lanarkshire,4,64,207
2022Q1,Lanarkshire,4,59,157
2022Q2,Lanarkshire,4,77,213
2022Q3,Lanarkshire,4,70,191
2017Q3,Lanarkshire,5,78,327
2017Q4,Lanarkshire,5,94,435
2018Q1,Lanarkshire,5,98,316
2018Q2,Lanarkshire,5,102,228
2018Q3,Lanarkshire,5,90,241
2018Q4,Lanarkshire,5,94,262
2019Q1,Lanarkshire,5,83,173
2019Q2,Lanarkshire,5,78,189
2019Q3,Lanarkshire,5,84,192
2019Q4,Lanarkshire,5,88,213
2020Q1,Lanarkshire,5,56,199
2020Q2,Lanarkshire,5,5,45
2020Q3,Lanarkshire,5,25,42
2020Q4,Lanarkshire,5,25,38
2021Q1,Lanarkshire,5,36,71
2021Q2,Lanarkshire,5,52,193
2021Q3,Lanarkshire,5,54,91
2021Q4,Lanarkshire,5,40,137
2022Q1,Lanarkshire,5,34,70
2022Q2,Lanarkshire,5,63,141
2022Q3,Lanarkshire,5,63,170
2017Q3,Lanarkshire,1,118,487
2017Q4,Lanarkshire,1,149,492
2018Q1,Lanarkshire,1,166,550
2018Q2,Lanarkshire,1,152,422
2018Q3,Lanarkshire,1,163,470
2018Q4,Lanarkshire,1,157,1057
2019Q1,Lanarkshire,1,154,334
2019Q2,Lanarkshire,1,140,306
2019Q3,Lanarkshire,1,147,498
2019Q4,Lanarkshire,1,129,302
2020Q1,Lanarkshire,1,133,255
2020Q2,Lanarkshire,1,68,259
2020Q3,Lanarkshire,1,34,132
2020Q4,Lanarkshire,1,50,211
2021Q1,Lanarkshire,1,42,145
2021Q2,Lanarkshire,1,63,230
2021Q3,Lanarkshire,1,66,203
2021Q4,Lanarkshire,1,25,178
2022Q1,Lanarkshire,1,46,96
2022Q2,Lanarkshire,1,126,646
2022Q3,Lanarkshire,1,174,420
2017Q3,Lanarkshire,2,129,435
2017Q4,Lanarkshire,2,142,566
2018Q1,Lanarkshire,2,145,811
2018Q2,Lanarkshire,2,121,318
2018Q3,Lanarkshire,2,158,611
2018Q4,Lanarkshire,2,145,316
2019Q1,Lanarkshire,2,149,430
2019Q2,Lanarkshire,2,114,295
2019Q3,Lanarkshire,2,131,286
2019Q4,Lanarkshire,2,125,415
2020Q1,Lanarkshire,2,100,230
2020Q2,Lanarkshire,2,50,200
2020Q3,Lanarkshire,2,48,189
2020Q4,Lanarkshire,2,49,168
2021Q1,Lanarkshire,2,38,152
2021Q2,Lanarkshire,2,55,87
2021Q3,Lanarkshire,2,65,94
2021Q4,Lanarkshire,2,38,214
2022Q1,Lanarkshire,2,48,106
2022Q2,Lanarkshire,2,103,282
2022Q3,Lanarkshire,2,118,204
2017Q3,Lanarkshire,3,75,245
2017Q4,Lanarkshire,3,66,221
2018Q1,Lanarkshire,3,84,251
2018Q2,Lanarkshire,3,71,268
2018Q3,Lanarkshire,3,81,236
2018Q4,Lanarkshire,3,84,176
2019Q1,Lanarkshire,3,78,267
2019Q2,Lanarkshire,3,78,141
2019Q3,Lanarkshire,3,70,161
2019Q4,Lanarkshire,3,80,207
2020Q1,Lanarkshire,3,59,159
2020Q2,Lanarkshire,3,26,98
2020Q3,Lanarkshire,3,21,73
2020Q4,Lanarkshire,3,19,123
2021Q1,Lanarkshire,3,23,58
2021Q2,Lanarkshire,3,28,57
2021Q3,Lanarkshire,3,40,87
2021Q4,Lanarkshire,3,10,31
2022Q1,Lanarkshire,3,27,92
2022Q2,Lanarkshire,3,42,66
2022Q3,Lanarkshire,3,70,103
2017Q3,Lanarkshire,4,67,225
2017Q4,Lanarkshire,4,59,191
2018Q1,Lanarkshire,4,71,201
2018Q2,Lanarkshire,4,82,207
2018Q3,Lanarkshire,4,84,234
2018Q4,Lanarkshire,4,85,198
2019Q1,Lanarkshire,4,69,152
2019Q2,Lanarkshire,4,71,189
2019Q3,Lanarkshire,4,70,155
2019Q4,Lanarkshire,4,64,146
2020Q1,Lanarkshire,4,74,203
2020Q2,Lanarkshire,4,27,57
2020Q3,Lanarkshire,4,18,55
2020Q4,Lanarkshire,4,14,30
2021Q1,Lanarkshire,4,19,65
2021Q2,Lanarkshire,4,26,63
2021Q3,Lanarkshire,4,26,56
2021Q4,Lanarkshire,4,15,34
2022Q1,Lanarkshire,4,14,99
2022Q2,Lanarkshire,4,50,107
2022Q3,Lanarkshire,4,68,262
2017Q3,Lanarkshire,5,37,135
2017Q4,Lanarkshire,5,37,90
2018Q1,Lanarkshire,5,41,106
2018Q2,Lanarkshire,5,45,113
2018Q3,Lanarkshire,5,42,180
2018Q4,Lanarkshire,5,46,142
2019Q1,Lanarkshire,5,53,122
2019Q2,Lanarkshire,5,36,86
2019Q3,Lanarkshire,5,46,103
2019Q4,Lanarkshire,5,38,82
2020Q1,Lanarkshire,5,32,60
2020Q2,Lanarkshire,5,10,30
2020Q3,Lanarkshire,5,5,42
2020Q4,Lanarkshire,5,10,15
2021Q1,Lanarkshire,5,10,19
2021Q2,Lanarkshire,5,17,19
2021Q3,Lanarkshire,5,15,17
2021Q4,Lanarkshire,5,10,10
2022Q1,Lanarkshire,5,12,31
2022Q2,Lanarkshire,5,28,40
2022Q3,Lanarkshire,5,45,171
2017Q3,Lothian,1,878,3749
2017Q4,Lothian,1,910,3460
2018Q1,Lothian,1,798,3929
2018Q2,Lothian,1,941,3663
2018Q3,Lothian,1,834,3352
2018Q4,Lothian,1,842,3880
2019Q1,Lothian,1,836,3051
2019Q2,Lothian,1,868,3336
2019Q3,Lothian,1,827,3132
2019Q4,Lothian,1,800,3007
2020Q1,Lothian,1,710,2977
2020Q2,Lothian,1,288,1488
2020Q3,Lothian,1,471,2533
2020Q4,Lothian,1,584,2632
2021Q1,Lothian,1,564,2453
2021Q2,Lothian,1,622,2995
2021Q3,Lothian,1,484,2537
2021Q4,Lothian,1,474,2316
2022Q1,Lothian,1,506,2305
2022Q2,Lothian,1,523,2216
2022Q3,Lothian,1,502,3181
2017Q3,Lothian,2,1407,6340
2017Q4,Lothian,2,1456,6614
2018Q1,Lothian,2,1281,5446
2018Q2,Lothian,2,1437,5293
2018Q3,Lothian,2,1455,6456
2018Q4,Lothian,2,1372,6393
2019Q1,Lothian,2,1334,6536
2019Q2,Lothian,2,1361,5070
2019Q3,Lothian,2,1381,6371
2019Q4,Lothian,2,1267,5401
2020Q1,Lothian,2,1124,5355
2020Q2,Lothian,2,471,2333
2020Q3,Lothian,2,868,4091
2020Q4,Lothian,2,940,3919
2021Q1,Lothian,2,926,4099
2021Q2,Lothian,2,1036,4829
2021Q3,Lothian,2,895,4098
2021Q4,Lothian,2,765,4564
2022Q1,Lothian,2,771,3223
2022Q2,Lothian,2,857,4291
2022Q3,Lothian,2,917,4568
2017Q3,Lothian,3,1260,6256
2017Q4,Lothian,3,1226,5193
2018Q1,Lothian,3,1158,4605
2018Q2,Lothian,3,1226,4343
2018Q3,Lothian,3,1196,4949
2018Q4,Lothian,3,1205,4871
2019Q1,Lothian,3,1148,4823
2019Q2,Lothian,3,1186,5454
2019Q3,Lothian,3,1156,5205
2019Q4,Lothian,3,1158,5149
2020Q1,Lothian,3,956,3996
2020Q2,Lothian,3,428,2263
2020Q3,Lothian,3,761,3603
2020Q4,Lothian,3,807,4179
2021Q1,Lothian,3,795,3658
2021Q2,Lothian,3,892,3841
2021Q3,Lothian,3,791,3843
2021Q4,Lothian,3,718,3390
2022Q1,Lothian,3,731,3011
2022Q2,Lothian,3,709,3448
2022Q3,Lothian,3,765,4579
2017Q3,Lothian,4,1115,4561
2017Q4,Lothian,4,1175,4888
2018Q1,Lothian,4,1041,5493
2018Q2,Lothian,4,1173,5147
2018Q3,Lothian,4,1171,5006
2018Q4,Lothian,4,1139,5492
2019Q1,Lothian,4,1026,4045
2019Q2,Lothian,4,1090,4723
2019Q3,Lothian,4,1020,4866
2019Q4,Lothian,4,1049,4180
2020Q1,Lothian,4,948,4442
2020Q2,Lothian,4,401,2419
2020Q3,Lothian,4,714,3042
2020Q4,Lothian,4,825,3372
2021Q1,Lothian,4,726,3484
2021Q2,Lothian,4,921,3619
2021Q3,Lothian,4,784,3501
2021Q4,Lothian,4,683,3016
2022Q1,Lothian,4,701,3250
2022Q2,Lothian,4,741,2782
2022Q3,Lothian,4,736,3081
2017Q3,Lothian,5,1472,6404
2017Q4,Lothian,5,1548,6750
2018Q1,Lothian,5,1388,5692
2018Q2,Lothian,5,1563,6993
2018Q3,Lothian,5,1439,5808
2018Q4,Lothian,5,1462,6082
2019Q1,Lothian,5,1298,5057
2019Q2,Lothian,5,1396,6105
2019Q3,Lothian,5,1334,5824
2019Q4,Lothian,5,1405,5891
2020Q1,Lothian,5,1207,5296
2020Q2,Lothian,5,507,2769
2020Q3,Lothian,5,930,4178
2020Q4,Lothian,5,1091,4599
2021Q1,Lothian,5,952,4157
2021Q2,Lothian,5,1153,4292
2021Q3,Lothian,5,986,4201
2021Q4,Lothian,5,912,4396
2022Q1,Lothian,5,897,3415
2022Q2,Lothian,5,918,3873
2022Q3,Lothian,5,981,4495
2017Q3,Lothian,1,440,1906
2017Q4,Lothian,1,378,1364
2018Q1,Lothian,1,399,2221
2018Q2,Lothian,1,443,1677
2018Q3,Lothian,1,389,1540
2018Q4,Lothian,1,426,2018
2019Q1,Lothian,1,401,1438
2019Q2,Lothian,1,376,1465
2019Q3,Lothian,1,381,1442
2019Q4,Lothian,1,379,1160
2020Q1,Lothian,1,299,1397
2020Q2,Lothian,1,111,523
2020Q3,Lothian,1,220,1177
2020Q4,Lothian,1,281,1466
2021Q1,Lothian,1,281,1157
2021Q2,Lothian,1,321,1423
2021Q3,Lothian,1,253,1537
2021Q4,Lothian,1,260,1138
2022Q1,Lothian,1,220,1190
2022Q2,Lothian,1,228,1090
2022Q3,Lothian,1,234,2259
2017Q3,Lothian,2,664,2545
2017Q4,Lothian,2,577,2796
2018Q1,Lothian,2,609,2312
2018Q2,Lothian,2,686,2604
2018Q3,Lothian,2,705,3151
2018Q4,Lothian,2,670,3266
2019Q1,Lothian,2,656,3108
2019Q2,Lothian,2,656,2344
2019Q3,Lothian,2,647,3110
2019Q4,Lothian,2,548,2407
2020Q1,Lothian,2,507,2313
2020Q2,Lothian,2,178,941
2020Q3,Lothian,2,458,2060
2020Q4,Lothian,2,480,1979
2021Q1,Lothian,2,470,2112
2021Q2,Lothian,2,520,2311
2021Q3,Lothian,2,477,2062
2021Q4,Lothian,2,366,2360
2022Q1,Lothian,2,381,1708
2022Q2,Lothian,2,425,2566
2022Q3,Lothian,2,414,2453
2017Q3,Lothian,3,558,2055
2017Q4,Lothian,3,563,2497
2018Q1,Lothian,3,542,2029
2018Q2,Lothian,3,566,1947
2018Q3,Lothian,3,550,2056
2018Q4,Lothian,3,564,2120
2019Q1,Lothian,3,528,2321
2019Q2,Lothian,3,575,2973
2019Q3,Lothian,3,501,1993
2019Q4,Lothian,3,508,2009
2020Q1,Lothian,3,445,1806
2020Q2,Lothian,3,164,804
2020Q3,Lothian,3,398,1734
2020Q4,Lothian,3,400,2177
2021Q1,Lothian,3,391,1828
2021Q2,Lothian,3,482,2029
2021Q3,Lothian,3,414,2056
2021Q4,Lothian,3,372,1660
2022Q1,Lothian,3,378,1579
2022Q2,Lothian,3,351,1815
2022Q3,Lothian,3,354,2524
2017Q3,Lothian,4,529,1983
2017Q4,Lothian,4,543,2431
2018Q1,Lothian,4,497,2146
2018Q2,Lothian,4,589,2387
2018Q3,Lothian,4,550,2626
2018Q4,Lothian,4,550,2701
2019Q1,Lothian,4,476,1691
2019Q2,Lothian,4,519,2105
2019Q3,Lothian,4,470,2000
2019Q4,Lothian,4,483,1890
2020Q1,Lothian,4,414,1901
2020Q2,Lothian,4,159,1062
2020Q3,Lothian,4,353,1400
2020Q4,Lothian,4,385,1726
2021Q1,Lothian,4,338,1686
2021Q2,Lothian,4,463,1960
2021Q3,Lothian,4,397,1979
2021Q4,Lothian,4,353,1498
2022Q1,Lothian,4,323,1791
2022Q2,Lothian,4,331,1424
2022Q3,Lothian,4,326,1599
2017Q3,Lothian,5,622,2370
2017Q4,Lothian,5,601,2492
2018Q1,Lothian,5,583,1949
2018Q2,Lothian,5,706,2953
2018Q3,Lothian,5,623,2439
2018Q4,Lothian,5,636,2309
2019Q1,Lothian,5,626,2245
2019Q2,Lothian,5,589,2419
2019Q3,Lothian,5,582,2451
2019Q4,Lothian,5,577,2551
2020Q1,Lothian,5,496,2214
2020Q2,Lothian,5,184,1051
2020Q3,Lothian,5,424,2015
2020Q4,Lothian,5,462,2105
2021Q1,Lothian,5,455,1761
2021Q2,Lothian,5,566,2081
2021Q3,Lothian,5,452,1865
2021Q4,Lothian,5,398,1955
2022Q1,Lothian,5,389,1517
2022Q2,Lothian,5,432,2083
2022Q3,Lothian,5,420,2132
2017Q3,Lothian,1,89,393
2017Q4,Lothian,1,90,178
2018Q1,Lothian,1,90,194
2018Q2,Lothian,1,95,277
2018Q3,Lothian,1,79,175
2018Q4,Lothian,1,66,130
2019Q1,Lothian,1,77,161
2019Q2,Lothian,1,94,186
2019Q3,Lothian,1,86,299
2019Q4,Lothian,1,76,318
2020Q1,Lothian,1,74,174
2020Q2,Lothian,1,20,60
2020Q3,Lothian,1,50,277
2020Q4,Lothian,1,60,107
2021Q1,Lothian,1,48,150
2021Q2,Lothian,1,44,105
2021Q3,Lothian,1,23,103
2021Q4,Lothian,1,25,45
2022Q1,Lothian,1,40,70
2022Q2,Lothian,1,39,109
2022Q3,Lothian,1,44,75
2017Q3,Lothian,2,159,554
2017Q4,Lothian,2,164,350
2018Q1,Lothian,2,111,253
2018Q2,Lothian,2,156,267
2018Q3,Lothian,2,145,353
2018Q4,Lothian,2,142,348
2019Q1,Lothian,2,122,243
2019Q2,Lothian,2,131,274
2019Q3,Lothian,2,138,317
2019Q4,Lothian,2,141,386
2020Q1,Lothian,2,99,244
2020Q2,Lothian,2,39,110
2020Q3,Lothian,2,91,303
2020Q4,Lothian,2,79,201
2021Q1,Lothian,2,82,223
2021Q2,Lothian,2,97,288
2021Q3,Lothian,2,59,178
2021Q4,Lothian,2,58,161
2022Q1,Lothian,2,64,240
2022Q2,Lothian,2,60,218
2022Q3,Lothian,2,90,284
2017Q3,Lothian,3,127,337
2017Q4,Lothian,3,134,395
2018Q1,Lothian,3,103,328
2018Q2,Lothian,3,118,302
2018Q3,Lothian,3,117,322
2018Q4,Lothian,3,110,259
2019Q1,Lothian,3,106,226
2019Q2,Lothian,3,118,307
2019Q3,Lothian,3,123,279
2019Q4,Lothian,3,108,215
2020Q1,Lothian,3,76,243
2020Q2,Lothian,3,22,59
2020Q3,Lothian,3,60,133
2020Q4,Lothian,3,49,182
2021Q1,Lothian,3,68,88
2021Q2,Lothian,3,81,297
2021Q3,Lothian,3,56,197
2021Q4,Lothian,3,45,107
2022Q1,Lothian,3,55,112
2022Q2,Lothian,3,58,157
2022Q3,Lothian,3,71,321
2017Q3,Lothian,4,114,314
2017Q4,Lothian,4,106,252
2018Q1,Lothian,4,87,184
2018Q2,Lothian,4,98,270
2018Q3,Lothian,4,115,275
2018Q4,Lothian,4,111,202
2019Q1,Lothian,4,95,196
2019Q2,Lothian,4,102,237
2019Q3,Lothian,4,95,368
2019Q4,Lothian,4,112,232
2020Q1,Lothian,4,93,210
2020Q2,Lothian,4,28,138
2020Q3,Lothian,4,52,130
2020Q4,Lothian,4,70,129
2021Q1,Lothian,4,68,116
2021Q2,Lothian,4,75,108
2021Q3,Lothian,4,52,176
2021Q4,Lothian,4,40,80
2022Q1,Lothian,4,46,76
2022Q2,Lothian,4,66,133
2022Q3,Lothian,4,62,83
2017Q3,Lothian,5,136,243
2017Q4,Lothian,5,159,435
2018Q1,Lothian,5,126,378
2018Q2,Lothian,5,138,342
2018Q3,Lothian,5,124,340
2018Q4,Lothian,5,134,319
2019Q1,Lothian,5,96,232
2019Q2,Lothian,5,142,481
2019Q3,Lothian,5,135,276
2019Q4,Lothian,5,135,276
2020Q1,Lothian,5,102,224
2020Q2,Lothian,5,27,41
2020Q3,Lothian,5,80,201
2020Q4,Lothian,5,101,171
2021Q1,Lothian,5,71,160
2021Q2,Lothian,5,93,214
2021Q3,Lothian,5,59,194
2021Q4,Lothian,5,64,186
2022Q1,Lothian,5,63,151
2022Q2,Lothian,5,82,222
2022Q3,Lothian,5,90,174
2017Q3,Lothian,1,237,1046
2017Q4,Lothian,1,292,1316
2018Q1,Lothian,1,213,1092
2018Q2,Lothian,1,294,1274
2018Q3,Lothian,1,252,1245
2018Q4,Lothian,1,244,1062
2019Q1,Lothian,1,232,1126
2019Q2,Lothian,1,269,1185
2019Q3,Lothian,1,229,875
2019Q4,Lothian,1,224,990
2020Q1,Lothian,1,223,999
2020Q2,Lothian,1,94,498
2020Q3,Lothian,1,111,702
2020Q4,Lothian,1,152,746
2021Q1,Lothian,1,153,736
2021Q2,Lothian,1,156,888
2021Q3,Lothian,1,148,642
2021Q4,Lothian,1,119,850
2022Q1,Lothian,1,159,627
2022Q2,Lothian,1,172,739
2022Q3,Lothian,1,144,588
2017Q3,Lothian,2,419,2218
2017Q4,Lothian,2,515,2561
2018Q1,Lothian,2,379,2262
2018Q2,Lothian,2,426,1671
2018Q3,Lothian,2,450,2251
2018Q4,Lothian,2,396,1994
2019Q1,Lothian,2,383,2317
2019Q2,Lothian,2,406,1691
2019Q3,Lothian,2,421,1948
2019Q4,Lothian,2,416,1845
2020Q1,Lothian,2,380,2248
2020Q2,Lothian,2,194,1025
2020Q3,Lothian,2,200,1122
2020Q4,Lothian,2,262,1260
2021Q1,Lothian,2,266,1172
2021Q2,Lothian,2,290,1067
2021Q3,Lothian,2,261,1276
2021Q4,Lothian,2,231,1446
2022Q1,Lothian,2,227,998
2022Q2,Lothian,2,291,1108
2022Q3,Lothian,2,291,1509
2017Q3,Lothian,3,412,2030
2017Q4,Lothian,3,392,1741
2018Q1,Lothian,3,386,1833
2018Q2,Lothian,3,416,1702
2018Q3,Lothian,3,380,1745
2018Q4,Lothian,3,369,1992
2019Q1,Lothian,3,359,1716
2019Q2,Lothian,3,360,1753
2019Q3,Lothian,3,409,2287
2019Q4,Lothian,3,415,2033
2020Q1,Lothian,3,332,1516
2020Q2,Lothian,3,191,1087
2020Q3,Lothian,3,187,994
2020Q4,Lothian,3,251,1436
2021Q1,Lothian,3,233,1296
2021Q2,Lothian,3,244,957
2021Q3,Lothian,3,239,1176
2021Q4,Lothian,3,218,1177
2022Q1,Lothian,3,206,960
2022Q2,Lothian,3,206,1091
2022Q3,Lothian,3,240,1415
2017Q3,Lothian,4,328,1701
2017Q4,Lothian,4,356,1414
2018Q1,Lothian,4,333,2215
